defect_id,defect_date,equipment_id,equipment_type,defect_type,severity,root_cause_category,root_cause,rework_cost,rework_hours,detected_at,status
DEF001588,2024-04-14,EQ0037,Dump Truck,Assembly Error,Minor,Measurement,Calibration Issue,1164.18,1.73,Final Inspection,Closed
DEF001589,2022-04-04,EQ0036,Bulldozer,Calibration Error,Minor,Method,Inadequate Work Instruction,1389.51,1.84,Customer,Open
DEF001590,2024-02-18,EQ0027,Dump Truck,Hydraulic Leak,Minor,Environment,Humidity,221.66,3.82,In-Process,Open
DEF001591,2022-08-18,EQ0042,Bulldozer,Electrical Fault,Minor,Machine,Calibration Drift,722.69,1.04,In-Process,In Progress
DEF001592,2024-05-10,EQ0024,Dump Truck,Paint Finish,Minor,Man,Fatigue,601.9,3.04,In-Process,Open
DEF001593,2024-03-30,EQ0027,Dump Truck,Electrical Fault,Minor,Environment,Vibration,1136.77,2.59,Final Inspection,Open
DEF001594,2023-06-07,EQ0040,Crane,Paint Finish,Major,Man,Insufficient Training,4840.37,6.12,Final Inspection,Closed
DEF001595,2023-06-24,EQ0047,Grader,Hydraulic Leak,Minor,Method,Process Not Followed,882.05,2.3,Final Inspection,Open
DEF001596,2023-11-23,EQ0038,Loader,Dimensional Variance,Minor,Method,Incorrect Procedure,351.2,1.57,Final Inspection,Closed
DEF001597,2024-01-19,EQ0028,Crane,Surface Scratch,Major,Man,Fatigue,3125.69,11.26,In-Process,Closed
DEF001598,2024-06-17,EQ0040,Crane,Weld Defect,Minor,Material,Wrong Specification,229.26,0.61,Final Inspection,Closed
DEF001599,2023-11-10,EQ0001,Grader,Dimensional Variance,Major,Method,Incorrect Procedure,6393.71,9.04,In-Process,Closed
DEF001600,2023-02-14,EQ0043,Excavator,Weld Defect,Minor,Machine,Calibration Drift,1202.98,0.88,In-Process,In Progress
DEF001601,2023-08-03,EQ0029,Bulldozer,Hydraulic Leak,Minor,Material,Wrong Specification,222.71,0.86,In-Process,Open
DEF001602,2024-02-07,EQ0007,Crane,Assembly Error,Major,Material,Material Contamination,3248.75,8.58,Customer,Open
DEF001603,2024-11-04,EQ0012,Dump Truck,Calibration Error,Minor,Measurement,Gauge Error,1398.45,2.55,Customer,Closed
DEF001604,2024-04-02,EQ0030,Loader,Electrical Fault,Major,Method,Incorrect Procedure,4570.01,3.35,Final Inspection,Open
DEF001605,2022-01-28,EQ0005,Loader,Weld Defect,Minor,Environment,Temperature Variation,707.78,2.34,In-Process,Open
DEF001606,2022-06-12,EQ0045,Crane,Paint Finish,Minor,Machine,Tool Wear,1307.16,2.66,Final Inspection,Closed
DEF001607,2023-07-24,EQ0028,Crane,Weld Defect,Minor,Material,Material Contamination,1219.51,2.75,Final Inspection,Closed
DEF001608,2022-11-09,EQ0002,Grader,Hydraulic Leak,Major,Measurement,Wrong Instrument,2362.56,3.0,In-Process,Open
DEF001609,2023-11-21,EQ0015,Bulldozer,Weld Defect,Minor,Machine,Tool Wear,1337.31,0.69,In-Process,Open
DEF001610,2022-09-23,EQ0018,Grader,Weld Defect,Minor,Method,Process Not Followed,270.12,1.84,In-Process,Open
DEF001611,2024-01-07,EQ0015,Bulldozer,Weld Defect,Minor,Material,Substandard Material,1214.95,0.65,Customer,Closed
DEF001612,2022-12-06,EQ0015,Bulldozer,Dimensional Variance,Minor,Method,Process Not Followed,1834.79,1.68,Final Inspection,Open
DEF001613,2022-08-24,EQ0001,Grader,Surface Scratch,Major,Material,Material Contamination,1889.63,7.27,Final Inspection,Closed
DEF001614,2022-03-10,EQ0004,Excavator,Hydraulic Leak,Major,Machine,Calibration Drift,2355.91,2.83,Final Inspection,Closed
DEF001615,2023-10-24,EQ0049,Excavator,Surface Scratch,Minor,Material,Substandard Material,1739.92,1.49,In-Process,Open
DEF001616,2022-11-24,EQ0039,Bulldozer,Dimensional Variance,Major,Measurement,Wrong Instrument,4887.25,4.51,In-Process,Closed
DEF001617,2022-05-25,EQ0003,Excavator,Weld Defect,Minor,Man,Operator Error,1031.64,1.55,In-Process,Open
DEF001618,2024-12-27,EQ0008,Excavator,Weld Defect,Major,Man,Insufficient Training,5753.28,8.31,In-Process,Closed
DEF001619,2023-05-25,EQ0028,Crane,Electrical Fault,Major,Method,Incorrect Procedure,3682.64,2.25,Customer,Closed
DEF001620,2022-09-12,EQ0048,Bulldozer,Surface Scratch,Minor,Environment,Humidity,1647.63,2.65,Final Inspection,Closed
DEF001621,2022-10-20,EQ0013,Grader,Bolt Torque,Minor,Machine,Calibration Drift,936.57,2.43,In-Process,Open
DEF001622,2023-03-28,EQ0030,Loader,Paint Finish,Major,Man,Operator Error,2386.03,2.7,Customer,Closed
DEF001623,2022-08-01,EQ0011,Bulldozer,Paint Finish,Minor,Environment,Temperature Variation,815.25,0.8,In-Process,In Progress
DEF001624,2022-08-26,EQ0019,Loader,Paint Finish,Minor,Man,Fatigue,204.01,1.59,Final Inspection,Closed
DEF001625,2022-01-03,EQ0027,Dump Truck,Hydraulic Leak,Major,Method,Process Not Followed,1334.36,11.99,In-Process,In Progress
DEF001626,2024-10-27,EQ0024,Dump Truck,Hydraulic Leak,Major,Material,Material Contamination,1152.47,3.05,Final Inspection,In Progress
DEF001627,2024-08-28,EQ0011,Bulldozer,Weld Defect,Minor,Method,Inadequate Work Instruction,1023.9,2.81,Final Inspection,Open
DEF001628,2024-07-20,EQ0033,Grader,Dimensional Variance,Critical,Method,Process Not Followed,9295.89,39.78,Final Inspection,Closed
DEF001629,2024-12-11,EQ0019,Loader,Paint Finish,Minor,Environment,Temperature Variation,613.41,2.63,Final Inspection,Closed
DEF001630,2023-08-15,EQ0012,Dump Truck,Weld Defect,Minor,Man,Insufficient Training,928.14,1.55,In-Process,Open
DEF001631,2022-12-10,EQ0033,Grader,Paint Finish,Minor,Environment,Vibration,831.07,3.79,Customer,Open
DEF001632,2023-12-14,EQ0022,Excavator,Hydraulic Leak,Minor,Man,Operator Error,634.58,2.9,In-Process,Closed
DEF001633,2024-04-11,EQ0005,Loader,Electrical Fault,Major,Machine,Calibration Drift,6507.64,3.66,In-Process,Closed
DEF001634,2023-08-15,EQ0021,Excavator,Weld Defect,Major,Method,Inadequate Work Instruction,3034.15,7.21,Final Inspection,Closed
DEF001635,2024-02-15,EQ0004,Excavator,Dimensional Variance,Minor,Measurement,Wrong Instrument,1669.36,2.57,Customer,Open
DEF001636,2024-08-15,EQ0029,Bulldozer,Weld Defect,Minor,Man,Insufficient Training,929.52,0.87,Final Inspection,Open
DEF001637,2022-05-28,EQ0008,Excavator,Paint Finish,Minor,Method,Process Not Followed,1577.39,1.28,Customer,In Progress
DEF001638,2023-02-09,EQ0007,Crane,Surface Scratch,Minor,Man,Operator Error,1881.62,2.05,In-Process,Closed
DEF001639,2022-08-07,EQ0036,Bulldozer,Hydraulic Leak,Minor,Material,Wrong Specification,1697.87,3.97,In-Process,Open
DEF001640,2022-07-10,EQ0026,Grader,Paint Finish,Major,Material,Wrong Specification,7613.69,10.1,Final Inspection,Closed
DEF001641,2023-07-27,EQ0038,Loader,Weld Defect,Major,Measurement,Calibration Issue,5633.86,5.03,Final Inspection,Closed
DEF001642,2023-12-03,EQ0019,Loader,Paint Finish,Major,Environment,Temperature Variation,4972.83,3.09,In-Process,Closed
DEF001643,2023-04-25,EQ0003,Excavator,Paint Finish,Minor,Material,Wrong Specification,1777.58,3.15,Customer,Closed
DEF001644,2023-01-04,EQ0016,Dump Truck,Paint Finish,Minor,Environment,Temperature Variation,826.37,3.02,Customer,Closed
DEF001645,2024-09-05,EQ0010,Excavator,Electrical Fault,Major,Measurement,Wrong Instrument,1726.36,6.54,Final Inspection,Closed
DEF001646,2022-11-13,EQ0015,Bulldozer,Paint Finish,Minor,Machine,Equipment Malfunction,1500.99,3.75,Customer,In Progress
DEF001647,2024-12-13,EQ0020,Crane,Paint Finish,Minor,Machine,Calibration Drift,1390.26,3.42,Customer,Closed
DEF001648,2024-07-17,EQ0030,Loader,Electrical Fault,Major,Machine,Calibration Drift,1547.69,11.25,Customer,Open
DEF001649,2022-09-12,EQ0032,Grader,Bolt Torque,Minor,Man,Insufficient Training,1296.12,2.04,In-Process,In Progress
DEF001650,2024-01-16,EQ0043,Excavator,Hydraulic Leak,Critical,Method,Inadequate Work Instruction,22454.27,34.39,In-Process,Open
DEF001651,2022-09-06,EQ0010,Excavator,Paint Finish,Minor,Measurement,Calibration Issue,907.76,3.34,In-Process,In Progress
DEF001652,2023-06-23,EQ0021,Excavator,Paint Finish,Minor,Measurement,Wrong Instrument,1675.3,2.37,In-Process,Open
DEF001653,2023-08-30,EQ0003,Excavator,Electrical Fault,Minor,Machine,Equipment Malfunction,789.78,2.2,Customer,Open
DEF001654,2023-05-29,EQ0049,Excavator,Electrical Fault,Major,Measurement,Wrong Instrument,6879.5,2.99,Final Inspection,Closed
DEF001655,2022-11-06,EQ0003,Excavator,Paint Finish,Major,Material,Substandard Material,6836.26,8.48,Customer,Open
DEF001656,2024-03-08,EQ0014,Bulldozer,Seal Failure,Critical,Man,Fatigue,18336.18,33.08,Customer,Open
DEF001657,2022-06-20,EQ0024,Dump Truck,Surface Scratch,Minor,Method,Incorrect Procedure,947.5,3.46,Customer,In Progress
DEF001658,2023-06-01,EQ0019,Loader,Assembly Error,Minor,Man,Operator Error,1328.24,0.79,In-Process,Open
DEF001659,2024-11-14,EQ0029,Bulldozer,Weld Defect,Minor,Method,Inadequate Work Instruction,1155.54,1.56,Customer,Open
DEF001660,2024-04-09,EQ0007,Crane,Hydraulic Leak,Major,Material,Wrong Specification,7525.17,2.74,Final Inspection,Closed
DEF001661,2022-09-13,EQ0012,Dump Truck,Hydraulic Leak,Minor,Machine,Equipment Malfunction,1962.24,3.82,Final Inspection,In Progress
DEF001662,2023-10-12,EQ0004,Excavator,Dimensional Variance,Major,Measurement,Calibration Issue,1969.52,11.88,In-Process,Open
DEF001663,2022-02-12,EQ0037,Dump Truck,Paint Finish,Minor,Material,Substandard Material,1147.28,3.94,Final Inspection,Closed
DEF001664,2022-05-10,EQ0010,Excavator,Electrical Fault,Minor,Machine,Tool Wear,1492.01,3.4,Final Inspection,In Progress
DEF001665,2022-08-27,EQ0041,Dump Truck,Electrical Fault,Major,Material,Wrong Specification,2671.15,7.07,Customer,Closed
DEF001666,2022-05-16,EQ0037,Dump Truck,Paint Finish,Minor,Machine,Tool Wear,693.05,3.43,Customer,Closed
DEF001667,2022-05-19,EQ0029,Bulldozer,Electrical Fault,Minor,Machine,Equipment Malfunction,1385.46,3.92,In-Process,Closed
DEF001668,2024-04-03,EQ0014,Bulldozer,Surface Scratch,Minor,Machine,Calibration Drift,514.65,3.61,Customer,In Progress
DEF001669,2023-10-20,EQ0012,Dump Truck,Surface Scratch,Major,Measurement,Wrong Instrument,2305.5,3.85,Final Inspection,In Progress
DEF001670,2023-09-10,EQ0004,Excavator,Electrical Fault,Major,Environment,Vibration,7730.04,10.01,Final Inspection,Closed
DEF001671,2024-06-09,EQ0014,Bulldozer,Hydraulic Leak,Minor,Machine,Tool Wear,1790.83,0.76,In-Process,Closed
DEF001672,2023-06-12,EQ0014,Bulldozer,Weld Defect,Minor,Method,Incorrect Procedure,244.14,2.47,Final Inspection,In Progress
DEF001673,2023-12-14,EQ0041,Dump Truck,Hydraulic Leak,Minor,Method,Inadequate Work Instruction,1449.65,3.2,In-Process,Closed
DEF001674,2024-12-22,EQ0048,Bulldozer,Hydraulic Leak,Minor,Man,Fatigue,509.11,1.75,In-Process,Open
DEF001675,2023-06-30,EQ0048,Bulldozer,Assembly Error,Minor,Machine,Equipment Malfunction,1042.33,0.91,Final Inspection,Closed
DEF001676,2022-02-16,EQ0038,Loader,Weld Defect,Major,Man,Operator Error,4561.04,2.72,Customer,In Progress
DEF001677,2023-12-07,EQ0017,Loader,Electrical Fault,Minor,Machine,Equipment Malfunction,1912.5,2.14,Final Inspection,Closed
DEF001678,2023-02-05,EQ0029,Bulldozer,Electrical Fault,Major,Material,Substandard Material,4422.05,7.79,Customer,Closed
DEF001679,2022-10-27,EQ0011,Bulldozer,Paint Finish,Minor,Method,Inadequate Work Instruction,1427.94,0.76,In-Process,Closed
DEF001680,2024-07-22,EQ0037,Dump Truck,Weld Defect,Minor,Method,Inadequate Work Instruction,966.25,3.86,Final Inspection,Closed
DEF001681,2022-08-02,EQ0002,Grader,Weld Defect,Minor,Machine,Tool Wear,1200.1,3.06,In-Process,Open
DEF001682,2022-01-30,EQ0025,Excavator,Hydraulic Leak,Major,Measurement,Calibration Issue,7693.68,2.32,In-Process,Closed
DEF001683,2022-12-07,EQ0012,Dump Truck,Electrical Fault,Minor,Machine,Tool Wear,1205.52,2.29,In-Process,Open
DEF001684,2024-08-24,EQ0011,Bulldozer,Electrical Fault,Minor,Method,Incorrect Procedure,564.9,1.1,Customer,Closed
DEF001685,2023-12-25,EQ0007,Crane,Dimensional Variance,Major,Method,Incorrect Procedure,3442.55,3.84,In-Process,Open
DEF001686,2024-07-08,EQ0024,Dump Truck,Surface Scratch,Minor,Environment,Temperature Variation,447.91,2.14,Final Inspection,Closed
DEF001687,2022-11-25,EQ0032,Grader,Hydraulic Leak,Minor,Method,Process Not Followed,1571.66,1.23,In-Process,Open
DEF001688,2023-11-02,EQ0045,Crane,Paint Finish,Major,Material,Substandard Material,5965.62,2.18,In-Process,Closed
DEF001689,2022-08-24,EQ0013,Grader,Electrical Fault,Minor,Machine,Calibration Drift,1583.45,2.99,In-Process,Open
DEF001690,2022-04-08,EQ0019,Loader,Weld Defect,Minor,Machine,Calibration Drift,1992.86,0.97,In-Process,Open
DEF001691,2024-12-19,EQ0031,Loader,Weld Defect,Minor,Machine,Equipment Malfunction,542.72,1.45,Final Inspection,Open
DEF001692,2024-07-24,EQ0001,Grader,Paint Finish,Major,Measurement,Gauge Error,1803.1,6.35,Customer,Open
DEF001693,2022-08-18,EQ0008,Excavator,Bolt Torque,Minor,Method,Inadequate Work Instruction,598.0,1.98,Final Inspection,Closed
DEF001694,2024-08-23,EQ0049,Excavator,Dimensional Variance,Minor,Material,Material Contamination,647.71,3.5,Final Inspection,In Progress
DEF001695,2022-05-12,EQ0008,Excavator,Material Defect,Minor,Method,Incorrect Procedure,984.61,1.42,In-Process,Closed
DEF001696,2023-08-12,EQ0026,Grader,Paint Finish,Minor,Environment,Vibration,1194.17,0.85,In-Process,Closed
DEF001697,2024-04-13,EQ0013,Grader,Paint Finish,Minor,Measurement,Gauge Error,943.17,2.93,Customer,Open
DEF001698,2023-08-29,EQ0012,Dump Truck,Weld Defect,Minor,Measurement,Wrong Instrument,772.13,0.56,Customer,Closed
DEF001699,2024-05-01,EQ0029,Bulldozer,Weld Defect,Minor,Machine,Equipment Malfunction,551.26,1.65,Final Inspection,In Progress
DEF001700,2022-11-24,EQ0047,Grader,Electrical Fault,Minor,Measurement,Gauge Error,439.69,3.28,Final Inspection,Closed
DEF001701,2023-01-31,EQ0029,Bulldozer,Seal Failure,Minor,Material,Wrong Specification,1344.73,1.32,In-Process,Closed
DEF001702,2023-09-19,EQ0013,Grader,Hydraulic Leak,Major,Environment,Temperature Variation,7568.94,9.46,Customer,In Progress
DEF001703,2022-04-06,EQ0029,Bulldozer,Dimensional Variance,Major,Material,Material Contamination,7402.45,9.76,Customer,Closed
DEF001704,2024-06-10,EQ0027,Dump Truck,Surface Scratch,Minor,Machine,Calibration Drift,1467.42,2.43,In-Process,Open
DEF001705,2022-06-18,EQ0025,Excavator,Seal Failure,Major,Man,Insufficient Training,5112.93,11.69,Final Inspection,Closed
DEF001706,2024-11-05,EQ0001,Grader,Weld Defect,Minor,Method,Incorrect Procedure,1047.6,3.43,Final Inspection,Open
DEF001707,2022-12-31,EQ0020,Crane,Electrical Fault,Minor,Environment,Humidity,862.36,2.96,Customer,Closed
DEF001708,2024-01-17,EQ0034,Bulldozer,Hydraulic Leak,Major,Measurement,Wrong Instrument,3281.89,9.93,Final Inspection,In Progress
DEF001709,2024-06-30,EQ0007,Crane,Hydraulic Leak,Minor,Machine,Calibration Drift,1734.66,0.87,Customer,Closed
DEF001710,2023-04-03,EQ0045,Crane,Weld Defect,Minor,Machine,Calibration Drift,796.44,1.94,Final Inspection,In Progress
DEF001711,2022-08-02,EQ0039,Bulldozer,Weld Defect,Minor,Material,Wrong Specification,1189.09,3.93,Customer,Closed
DEF001712,2022-03-21,EQ0005,Loader,Dimensional Variance,Major,Machine,Tool Wear,3440.41,11.28,In-Process,Open
DEF001713,2023-02-17,EQ0012,Dump Truck,Paint Finish,Minor,Measurement,Gauge Error,1598.33,0.71,Final Inspection,Closed
DEF001714,2024-06-05,EQ0003,Excavator,Electrical Fault,Critical,Measurement,Calibration Issue,18432.38,28.34,Customer,Closed
DEF001715,2023-04-11,EQ0037,Dump Truck,Weld Defect,Minor,Man,Fatigue,1092.52,1.87,In-Process,Closed
DEF001716,2023-05-20,EQ0008,Excavator,Dimensional Variance,Minor,Measurement,Gauge Error,1559.18,2.18,Final Inspection,Open
DEF001717,2023-11-04,EQ0009,Dump Truck,Electrical Fault,Minor,Machine,Tool Wear,1842.26,3.5,Customer,Closed
DEF001718,2024-09-21,EQ0013,Grader,Dimensional Variance,Minor,Machine,Equipment Malfunction,1417.93,3.59,Final Inspection,Closed
DEF001719,2024-11-14,EQ0027,Dump Truck,Paint Finish,Minor,Machine,Equipment Malfunction,1182.98,3.18,Final Inspection,Closed
DEF001720,2023-05-13,EQ0041,Dump Truck,Weld Defect,Minor,Method,Incorrect Procedure,1223.25,2.76,Final Inspection,Closed
DEF001721,2023-08-06,EQ0040,Crane,Electrical Fault,Minor,Environment,Humidity,1729.38,3.8,Final Inspection,In Progress
DEF001722,2024-08-05,EQ0033,Grader,Electrical Fault,Minor,Material,Substandard Material,654.77,3.3,In-Process,Closed
DEF001723,2024-04-05,EQ0016,Dump Truck,Hydraulic Leak,Minor,Environment,Humidity,1538.87,0.97,Final Inspection,Closed
DEF001724,2023-04-21,EQ0006,Dump Truck,Paint Finish,Minor,Environment,Humidity,838.38,2.49,In-Process,Closed
DEF001725,2023-06-15,EQ0006,Dump Truck,Weld Defect,Minor,Measurement,Calibration Issue,1855.29,1.23,Final Inspection,Closed
DEF001726,2022-04-21,EQ0030,Loader,Hydraulic Leak,Minor,Material,Wrong Specification,1609.07,3.88,Final Inspection,Closed
DEF001727,2024-11-05,EQ0029,Bulldozer,Dimensional Variance,Minor,Measurement,Gauge Error,1094.38,1.96,Final Inspection,Closed
DEF001728,2024-12-13,EQ0013,Grader,Paint Finish,Minor,Method,Inadequate Work Instruction,1983.77,2.87,In-Process,Open
DEF001729,2024-06-25,EQ0050,Loader,Electrical Fault,Critical,Method,Incorrect Procedure,18734.17,22.91,Customer,Closed
DEF001730,2023-01-31,EQ0028,Crane,Paint Finish,Critical,Measurement,Gauge Error,17528.36,23.74,Final Inspection,Closed
DEF001731,2022-11-17,EQ0036,Bulldozer,Weld Defect,Major,Man,Operator Error,5981.2,5.22,In-Process,Closed
DEF001732,2023-11-28,EQ0001,Grader,Weld Defect,Minor,Machine,Tool Wear,1427.81,0.65,In-Process,Open
DEF001733,2024-03-15,EQ0029,Bulldozer,Paint Finish,Major,Environment,Humidity,2665.25,8.94,In-Process,In Progress
DEF001734,2024-07-11,EQ0043,Excavator,Weld Defect,Minor,Machine,Tool Wear,296.53,0.99,Final Inspection,Closed
DEF001735,2024-09-24,EQ0018,Grader,Weld Defect,Minor,Measurement,Gauge Error,1302.27,3.6,Customer,In Progress
DEF001736,2023-10-05,EQ0006,Dump Truck,Paint Finish,Minor,Machine,Tool Wear,1976.05,0.65,In-Process,Closed
DEF001737,2022-08-21,EQ0035,Loader,Hydraulic Leak,Critical,Material,Wrong Specification,13361.93,17.89,Final Inspection,Closed
DEF001738,2024-03-13,EQ0047,Grader,Weld Defect,Major,Environment,Vibration,4857.09,4.49,In-Process,Closed
DEF001739,2022-10-30,EQ0030,Loader,Hydraulic Leak,Minor,Material,Substandard Material,1614.25,3.45,Final Inspection,Closed
DEF001740,2024-04-09,EQ0026,Grader,Weld Defect,Major,Measurement,Calibration Issue,7085.13,11.06,In-Process,Closed
DEF001741,2022-02-24,EQ0039,Bulldozer,Paint Finish,Major,Machine,Equipment Malfunction,3934.72,8.95,In-Process,In Progress
DEF001742,2024-01-30,EQ0024,Dump Truck,Paint Finish,Minor,Machine,Calibration Drift,812.2,1.67,In-Process,Closed
DEF001743,2023-11-13,EQ0043,Excavator,Paint Finish,Minor,Environment,Humidity,1077.12,2.39,In-Process,Open
DEF001744,2022-10-08,EQ0013,Grader,Hydraulic Leak,Minor,Man,Insufficient Training,545.04,3.03,Customer,Closed
DEF001745,2022-03-14,EQ0041,Dump Truck,Weld Defect,Major,Measurement,Wrong Instrument,6192.81,4.44,Customer,Closed
DEF001746,2022-10-19,EQ0010,Excavator,Material Defect,Minor,Environment,Temperature Variation,1872.44,0.56,In-Process,Open
DEF001747,2024-06-28,EQ0024,Dump Truck,Paint Finish,Minor,Measurement,Gauge Error,242.05,0.86,Final Inspection,Closed
DEF001748,2024-08-04,EQ0035,Loader,Weld Defect,Minor,Machine,Tool Wear,1921.13,2.87,In-Process,Open
DEF001749,2023-03-04,EQ0013,Grader,Paint Finish,Minor,Machine,Tool Wear,1022.77,2.6,Final Inspection,Open
DEF001750,2022-06-01,EQ0033,Grader,Hydraulic Leak,Major,Machine,Equipment Malfunction,2663.69,8.86,Customer,Closed
DEF001751,2022-05-29,EQ0005,Loader,Dimensional Variance,Major,Measurement,Gauge Error,7439.05,9.83,In-Process,Open
DEF001752,2023-11-22,EQ0029,Bulldozer,Weld Defect,Minor,Man,Operator Error,487.31,3.72,Customer,Open
DEF001753,2022-10-25,EQ0029,Bulldozer,Hydraulic Leak,Minor,Method,Incorrect Procedure,1000.05,1.48,Final Inspection,In Progress
DEF001754,2023-10-26,EQ0018,Grader,Hydraulic Leak,Minor,Measurement,Gauge Error,1800.45,3.26,In-Process,Closed
DEF001755,2023-02-01,EQ0018,Grader,Weld Defect,Minor,Environment,Temperature Variation,1133.4,2.93,In-Process,Open
DEF001756,2024-05-13,EQ0026,Grader,Seal Failure,Minor,Environment,Humidity,1822.77,1.41,Final Inspection,Closed
DEF001757,2023-10-26,EQ0034,Bulldozer,Weld Defect,Minor,Measurement,Wrong Instrument,1083.93,0.55,Customer,Open
DEF001758,2024-05-23,EQ0036,Bulldozer,Bolt Torque,Minor,Material,Material Contamination,991.93,2.93,In-Process,In Progress
DEF001759,2024-08-02,EQ0028,Crane,Weld Defect,Minor,Measurement,Calibration Issue,1450.78,2.14,Final Inspection,Open
DEF001760,2024-06-23,EQ0034,Bulldozer,Weld Defect,Minor,Method,Process Not Followed,1290.79,1.96,Final Inspection,Open
DEF001761,2024-06-07,EQ0027,Dump Truck,Weld Defect,Minor,Machine,Equipment Malfunction,1125.11,2.62,Final Inspection,Open
DEF001762,2024-03-27,EQ0037,Dump Truck,Hydraulic Leak,Minor,Machine,Calibration Drift,445.4,3.29,Customer,Closed
DEF001763,2022-05-26,EQ0017,Loader,Electrical Fault,Minor,Man,Insufficient Training,662.88,2.03,In-Process,Closed
DEF001764,2022-06-02,EQ0011,Bulldozer,Electrical Fault,Minor,Environment,Humidity,259.9,1.86,Customer,Closed
DEF001765,2022-01-22,EQ0026,Grader,Dimensional Variance,Major,Method,Process Not Followed,6875.31,8.41,Final Inspection,Closed
DEF001766,2024-01-24,EQ0022,Excavator,Electrical Fault,Critical,Man,Operator Error,16652.67,14.11,Final Inspection,Open
DEF001767,2024-01-10,EQ0035,Loader,Weld Defect,Minor,Method,Incorrect Procedure,1434.21,0.79,In-Process,Closed
DEF001768,2022-06-25,EQ0008,Excavator,Seal Failure,Minor,Method,Incorrect Procedure,671.04,0.57,Customer,Open
DEF001769,2024-08-23,EQ0019,Loader,Weld Defect,Minor,Man,Insufficient Training,1503.08,1.9,In-Process,Open
DEF001770,2024-09-09,EQ0009,Dump Truck,Hydraulic Leak,Critical,Material,Substandard Material,23981.05,23.08,Final Inspection,Open
DEF001771,2023-04-06,EQ0010,Excavator,Paint Finish,Minor,Method,Process Not Followed,871.38,2.05,Customer,Open
DEF001772,2023-08-25,EQ0040,Crane,Paint Finish,Minor,Man,Fatigue,789.54,0.74,In-Process,Open
DEF001773,2024-08-18,EQ0019,Loader,Weld Defect,Major,Environment,Temperature Variation,4886.87,5.62,In-Process,In Progress
DEF001774,2022-04-09,EQ0039,Bulldozer,Weld Defect,Minor,Environment,Temperature Variation,1217.62,1.07,Customer,Closed
DEF001775,2022-12-26,EQ0035,Loader,Weld Defect,Critical,Method,Process Not Followed,18491.63,27.84,Customer,Closed
DEF001776,2024-08-27,EQ0034,Bulldozer,Paint Finish,Minor,Material,Wrong Specification,1447.07,2.82,In-Process,Closed
DEF001777,2024-05-14,EQ0018,Grader,Paint Finish,Minor,Material,Substandard Material,1977.98,3.12,Final Inspection,Open
DEF001778,2024-02-25,EQ0011,Bulldozer,Electrical Fault,Minor,Environment,Temperature Variation,1574.39,1.4,In-Process,In Progress
DEF001779,2022-06-20,EQ0029,Bulldozer,Paint Finish,Major,Material,Substandard Material,6449.92,4.11,Customer,In Progress
DEF001780,2022-07-10,EQ0020,Crane,Alignment Issue,Minor,Measurement,Gauge Error,629.04,3.78,Final Inspection,Closed
DEF001781,2024-03-20,EQ0008,Excavator,Dimensional Variance,Minor,Measurement,Gauge Error,1436.11,2.07,Customer,Closed
DEF001782,2024-02-11,EQ0012,Dump Truck,Dimensional Variance,Critical,Man,Insufficient Training,15603.89,18.99,Final Inspection,Closed
DEF001783,2022-04-06,EQ0002,Grader,Dimensional Variance,Minor,Measurement,Gauge Error,1307.68,1.87,Final Inspection,In Progress
DEF001784,2022-03-13,EQ0044,Loader,Hydraulic Leak,Major,Method,Incorrect Procedure,6736.41,5.37,Final Inspection,Closed
DEF001785,2022-04-03,EQ0015,Bulldozer,Electrical Fault,Major,Measurement,Calibration Issue,2858.73,2.27,Customer,Closed
DEF001786,2023-03-05,EQ0026,Grader,Weld Defect,Minor,Method,Inadequate Work Instruction,638.28,1.01,Customer,Open
DEF001787,2022-07-19,EQ0040,Crane,Alignment Issue,Major,Measurement,Wrong Instrument,7739.59,11.11,Customer,Open
DEF001788,2024-12-30,EQ0032,Grader,Paint Finish,Minor,Environment,Vibration,1814.72,2.63,Final Inspection,Closed
DEF001789,2023-04-01,EQ0004,Excavator,Surface Scratch,Major,Man,Fatigue,3498.76,7.77,Customer,Open
DEF001790,2022-04-18,EQ0005,Loader,Surface Scratch,Minor,Environment,Vibration,1450.0,2.78,In-Process,Open
DEF001791,2022-11-16,EQ0029,Bulldozer,Weld Defect,Minor,Method,Inadequate Work Instruction,676.46,1.71,In-Process,Open
DEF001792,2023-11-17,EQ0043,Excavator,Surface Scratch,Major,Measurement,Wrong Instrument,6783.64,10.23,Customer,Open
DEF001793,2022-10-16,EQ0050,Loader,Assembly Error,Minor,Environment,Humidity,1647.86,2.15,Customer,Closed
DEF001794,2023-07-28,EQ0009,Dump Truck,Paint Finish,Minor,Method,Incorrect Procedure,730.44,2.54,Final Inspection,Closed
DEF001795,2023-06-01,EQ0039,Bulldozer,Electrical Fault,Minor,Method,Incorrect Procedure,1783.24,0.78,Final Inspection,Open
DEF001796,2024-10-19,EQ0050,Loader,Paint Finish,Critical,Measurement,Gauge Error,10428.48,33.62,Final Inspection,Closed
DEF001797,2024-05-26,EQ0018,Grader,Electrical Fault,Minor,Measurement,Calibration Issue,1368.3,2.09,Final Inspection,Closed
DEF001798,2023-11-09,EQ0047,Grader,Paint Finish,Minor,Material,Substandard Material,664.37,2.08,In-Process,In Progress
DEF001799,2022-01-09,EQ0033,Grader,Weld Defect,Minor,Measurement,Calibration Issue,1991.21,3.03,In-Process,Closed
