inspection_id,inspection_date,equipment_id,equipment_name,equipment_type,metric_name,target_value,tolerance,xbar_value,r_value,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,in_control
SPC003621,2024-10-11,EQ0042,Bulldozer 42,Bulldozer,Weld Strength (MPa),450,30.0,449.29,18.14,444.24,449.69,456.43,438.97,457.11,True
SPC003622,2024-12-10,EQ0048,Bulldozer 48,Bulldozer,Bolt Torque (Nm),200,15.0,199.05,14.19,199.24,207.44,196.01,193.25,199.28,True
SPC003623,2024-05-06,EQ0011,Bulldozer 11,Bulldozer,Bolt Torque (Nm),200,15.0,201.32,5.24,199.3,204.28,199.04,201.52,202.47,True
SPC003624,2022-08-29,EQ0003,Excavator 3,Excavator,Bolt Torque (Nm),200,15.0,205.18,24.67,212.94,191.06,193.91,212.28,215.73,False
SPC003625,2023-07-10,EQ0011,Bulldozer 11,Bulldozer,Alignment Deviation (mm),0,0.5,-0.12,0.27,-0.08,-0.17,0.03,-0.24,-0.12,True
SPC003626,2024-02-01,EQ0019,Loader 19,Loader,Alignment Deviation (mm),0,0.5,0.09,0.45,-0.08,0.0,0.34,0.29,-0.11,True
SPC003627,2022-10-17,EQ0039,Bulldozer 39,Bulldozer,Paint Thickness (microns),120,10.0,122.28,6.46,122.95,121.17,122.11,125.81,119.35,True
SPC003628,2023-02-23,EQ0031,Loader 31,Loader,Alignment Deviation (mm),0,0.5,-0.6,0.29,-0.78,-0.48,-0.58,-0.61,-0.54,False
SPC003629,2023-03-08,EQ0035,Loader 35,Loader,Paint Thickness (microns),120,10.0,116.72,17.36,119.97,115.62,108.4,113.85,125.76,False
SPC003630,2022-10-05,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,448.77,13.68,441.41,443.58,451.8,451.97,455.09,True
SPC003631,2024-08-28,EQ0046,Excavator 46,Excavator,Hydraulic Pressure (PSI),3000,150.0,2984.23,128.26,2988.92,2969.94,3001.24,3044.64,2916.38,True
SPC003632,2023-01-03,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,453.5,15.84,458.7,443.19,459.03,455.13,451.46,True
SPC003633,2022-01-12,EQ0013,Grader 13,Grader,Paint Thickness (microns),120,10.0,119.58,4.55,117.05,121.6,119.22,119.39,120.63,True
SPC003634,2023-02-13,EQ0012,Dump Truck 12,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3025.11,67.25,3004.89,3063.04,3018.06,2995.79,3043.77,True
SPC003635,2023-11-09,EQ0040,Crane 40,Crane,Hydraulic Pressure (PSI),3000,150.0,3022.78,57.63,2995.97,3041.58,3006.3,3053.61,3016.43,True
SPC003636,2024-08-17,EQ0006,Dump Truck 6,Dump Truck,Alignment Deviation (mm),0,0.5,-0.07,0.26,-0.14,-0.15,-0.15,0.11,-0.01,True
SPC003637,2023-12-19,EQ0046,Excavator 46,Excavator,Alignment Deviation (mm),0,0.5,0.03,0.32,0.23,0.16,-0.05,-0.09,-0.08,True
SPC003638,2023-12-08,EQ0017,Loader 17,Loader,Hydraulic Pressure (PSI),3000,150.0,2828.56,141.06,2769.97,2876.38,2791.47,2793.96,2911.03,False
SPC003639,2023-09-19,EQ0025,Excavator 25,Excavator,Paint Thickness (microns),120,10.0,120.98,5.62,119.69,123.35,120.94,123.18,117.73,True
SPC003640,2024-04-05,EQ0021,Excavator 21,Excavator,Paint Thickness (microns),120,10.0,117.05,4.09,118.4,118.21,114.8,114.94,118.89,True
SPC003641,2023-02-19,EQ0001,Grader 1,Grader,Hydraulic Pressure (PSI),3000,150.0,2969.45,93.5,2925.66,2929.53,3000.19,3019.16,2972.72,True
SPC003642,2022-07-30,EQ0028,Crane 28,Crane,Weld Strength (MPa),450,30.0,449.54,20.88,436.91,447.79,455.55,449.68,457.79,True
SPC003643,2023-06-23,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,0.06,0.31,-0.12,0.19,0.02,0.08,0.14,True
SPC003644,2024-12-05,EQ0016,Dump Truck 16,Dump Truck,Alignment Deviation (mm),0,0.5,0.05,0.4,0.29,-0.04,-0.11,0.08,0.02,True
SPC003645,2024-02-24,EQ0050,Loader 50,Loader,Paint Thickness (microns),120,10.0,122.74,6.87,126.01,120.56,119.96,126.83,120.33,True
SPC003646,2023-07-22,EQ0017,Loader 17,Loader,Alignment Deviation (mm),0,0.5,-0.02,0.24,-0.13,0.02,0.01,-0.11,0.11,True
SPC003647,2024-08-27,EQ0006,Dump Truck 6,Dump Truck,Weld Strength (MPa),450,30.0,447.77,12.72,438.97,451.2,449.48,447.52,451.69,True
SPC003648,2023-04-20,EQ0043,Excavator 43,Excavator,Weld Strength (MPa),450,30.0,448.83,26.54,458.21,461.42,447.97,434.88,441.65,True
SPC003649,2022-10-28,EQ0038,Loader 38,Loader,Weld Strength (MPa),450,30.0,452.04,23.4,467.99,450.03,446.86,444.59,450.74,True
SPC003650,2022-01-01,EQ0027,Dump Truck 27,Dump Truck,Paint Thickness (microns),120,10.0,117.06,12.71,119.06,116.12,109.66,122.37,118.1,True
SPC003651,2022-04-17,EQ0024,Dump Truck 24,Dump Truck,Weld Strength (MPa),450,30.0,441.28,10.92,436.69,439.75,443.7,447.61,438.63,True
SPC003652,2024-06-19,EQ0005,Loader 5,Loader,Bolt Torque (Nm),200,15.0,198.14,15.63,201.83,203.64,195.68,188.01,201.52,True
SPC003653,2023-11-01,EQ0049,Excavator 49,Excavator,Paint Thickness (microns),120,10.0,121.37,6.04,120.54,119.25,125.27,119.23,122.53,True
SPC003654,2022-08-29,EQ0003,Excavator 3,Excavator,Weld Strength (MPa),450,30.0,455.53,16.94,445.98,452.8,453.5,462.43,462.92,True
SPC003655,2024-02-12,EQ0016,Dump Truck 16,Dump Truck,Bolt Torque (Nm),200,15.0,198.71,19.58,197.74,204.54,206.34,198.17,186.76,True
SPC003656,2023-12-29,EQ0022,Excavator 22,Excavator,Paint Thickness (microns),120,10.0,118.87,7.16,117.41,119.66,114.31,121.48,121.47,True
SPC003657,2023-10-12,EQ0027,Dump Truck 27,Dump Truck,Alignment Deviation (mm),0,0.5,0.14,0.6,0.09,0.43,-0.17,0.09,0.27,True
SPC003658,2023-03-15,EQ0013,Grader 13,Grader,Weld Strength (MPa),450,30.0,435.78,64.85,437.2,436.15,401.78,466.63,437.13,False
SPC003659,2024-06-14,EQ0047,Grader 47,Grader,Alignment Deviation (mm),0,0.5,0.09,0.64,0.42,0.14,0.02,0.07,-0.22,True
SPC003660,2023-05-29,EQ0043,Excavator 43,Excavator,Hydraulic Pressure (PSI),3000,150.0,2978.1,80.49,3013.47,3004.65,3006.38,2932.98,2933.01,True
SPC003661,2024-06-10,EQ0038,Loader 38,Loader,Paint Thickness (microns),120,10.0,119.68,11.2,116.68,119.73,114.5,121.78,125.7,True
SPC003662,2024-01-19,EQ0039,Bulldozer 39,Bulldozer,Bolt Torque (Nm),200,15.0,201.94,13.92,209.19,202.16,204.07,195.27,198.99,True
SPC003663,2023-12-10,EQ0045,Crane 45,Crane,Bolt Torque (Nm),200,15.0,199.76,8.13,203.88,199.48,195.75,197.45,202.25,True
SPC003664,2023-01-27,EQ0049,Excavator 49,Excavator,Bolt Torque (Nm),200,15.0,200.53,10.81,200.41,193.89,203.33,204.7,200.33,True
SPC003665,2022-01-22,EQ0044,Loader 44,Loader,Weld Strength (MPa),450,30.0,445.17,24.06,429.22,445.58,452.04,453.27,445.75,True
SPC003666,2024-12-13,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,454.61,7.47,454.92,452.0,455.26,451.71,459.17,True
SPC003667,2023-09-28,EQ0035,Loader 35,Loader,Paint Thickness (microns),120,10.0,118.72,7.55,120.08,114.34,119.85,117.47,121.89,True
SPC003668,2024-01-26,EQ0009,Dump Truck 9,Dump Truck,Paint Thickness (microns),120,10.0,121.02,4.06,119.3,120.55,119.47,123.36,122.43,True
SPC003669,2022-01-27,EQ0009,Dump Truck 9,Dump Truck,Alignment Deviation (mm),0,0.5,-0.06,0.49,-0.32,-0.14,-0.01,0.01,0.17,True
SPC003670,2023-07-18,EQ0003,Excavator 3,Excavator,Bolt Torque (Nm),200,15.0,201.82,11.09,196.54,202.7,203.03,199.17,207.64,True
SPC003671,2023-06-03,EQ0037,Dump Truck 37,Dump Truck,Paint Thickness (microns),120,10.0,116.64,8.67,116.67,112.15,114.26,119.29,120.83,True
SPC003672,2022-03-04,EQ0014,Bulldozer 14,Bulldozer,Bolt Torque (Nm),200,15.0,197.79,14.37,190.04,204.4,202.51,198.84,193.18,False
SPC003673,2024-08-27,EQ0004,Excavator 4,Excavator,Alignment Deviation (mm),0,0.5,0.13,0.47,0.43,0.18,0.12,-0.04,-0.05,True
SPC003674,2022-03-20,EQ0012,Dump Truck 12,Dump Truck,Paint Thickness (microns),120,10.0,118.87,7.26,116.15,116.12,119.54,119.14,123.38,True
SPC003675,2022-11-10,EQ0003,Excavator 3,Excavator,Weld Strength (MPa),450,30.0,449.66,27.99,465.77,437.78,454.17,444.88,445.69,True
SPC003676,2022-09-27,EQ0018,Grader 18,Grader,Hydraulic Pressure (PSI),3000,150.0,2966.26,189.63,2980.85,2978.3,3078.52,2904.73,2888.89,True
SPC003677,2022-09-02,EQ0027,Dump Truck 27,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2976.4,74.16,2929.83,3003.99,2977.07,2986.56,2984.52,True
SPC003678,2022-05-08,EQ0006,Dump Truck 6,Dump Truck,Paint Thickness (microns),120,10.0,118.0,10.09,119.4,120.03,116.38,112.05,122.13,True
SPC003679,2023-07-23,EQ0008,Excavator 8,Excavator,Weld Strength (MPa),450,30.0,446.07,38.86,443.65,431.8,448.4,470.67,435.83,True
SPC003680,2022-02-04,EQ0014,Bulldozer 14,Bulldozer,Paint Thickness (microns),120,10.0,118.9,7.5,121.03,116.65,115.05,119.23,122.55,True
SPC003681,2023-10-11,EQ0026,Grader 26,Grader,Weld Strength (MPa),450,30.0,441.52,16.07,443.53,446.67,430.79,439.76,446.85,True
SPC003682,2024-01-21,EQ0025,Excavator 25,Excavator,Alignment Deviation (mm),0,0.5,-0.03,0.71,-0.28,0.08,-0.43,0.19,0.28,True
SPC003683,2024-04-05,EQ0014,Bulldozer 14,Bulldozer,Bolt Torque (Nm),200,15.0,206.46,18.27,208.77,212.1,196.23,214.49,200.72,True
SPC003684,2022-05-06,EQ0037,Dump Truck 37,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3005.92,109.55,3027.17,2985.15,2939.49,3049.04,3028.76,True
SPC003685,2024-10-24,EQ0020,Crane 20,Crane,Weld Strength (MPa),450,30.0,451.1,18.18,448.33,458.76,459.14,440.96,448.33,True
SPC003686,2022-06-21,EQ0021,Excavator 21,Excavator,Weld Strength (MPa),450,30.0,447.26,26.53,452.26,434.62,459.71,433.18,456.51,True
SPC003687,2023-07-19,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,0.11,0.36,0.19,0.05,-0.05,0.07,0.31,True
SPC003688,2024-11-01,EQ0010,Excavator 10,Excavator,Bolt Torque (Nm),200,15.0,201.03,12.42,204.36,202.81,191.94,201.85,204.19,True
SPC003689,2022-01-07,EQ0016,Dump Truck 16,Dump Truck,Paint Thickness (microns),120,10.0,120.24,7.61,122.92,123.12,120.57,119.06,115.51,True
SPC003690,2023-12-20,EQ0006,Dump Truck 6,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3026.76,92.83,2976.42,3060.72,3069.25,3049.52,2977.9,True
SPC003691,2022-06-26,EQ0016,Dump Truck 16,Dump Truck,Alignment Deviation (mm),0,0.5,0.47,0.41,0.53,0.26,0.67,0.45,0.45,False
SPC003692,2022-06-26,EQ0025,Excavator 25,Excavator,Weld Strength (MPa),450,30.0,452.99,29.22,443.25,470.24,466.19,441.02,444.25,True
SPC003693,2022-02-11,EQ0009,Dump Truck 9,Dump Truck,Weld Strength (MPa),450,30.0,442.4,20.68,454.6,445.09,443.16,433.92,435.26,True
SPC003694,2023-03-22,EQ0044,Loader 44,Loader,Paint Thickness (microns),120,10.0,121.87,10.7,126.19,126.82,121.63,116.12,118.59,True
SPC003695,2023-05-21,EQ0031,Loader 31,Loader,Paint Thickness (microns),120,10.0,119.72,2.28,118.66,118.77,120.66,119.55,120.94,True
SPC003696,2023-01-27,EQ0023,Loader 23,Loader,Weld Strength (MPa),450,30.0,450.94,17.21,448.16,450.96,442.94,452.5,460.15,True
SPC003697,2024-02-16,EQ0019,Loader 19,Loader,Paint Thickness (microns),120,10.0,119.09,6.6,118.02,117.32,123.42,116.83,119.84,True
SPC003698,2022-10-15,EQ0039,Bulldozer 39,Bulldozer,Alignment Deviation (mm),0,0.5,-0.05,0.62,0.16,0.23,-0.0,-0.25,-0.39,True
SPC003699,2023-04-08,EQ0008,Excavator 8,Excavator,Weld Strength (MPa),450,30.0,451.28,27.68,454.83,458.01,434.82,446.23,462.51,True
SPC003700,2023-02-13,EQ0013,Grader 13,Grader,Weld Strength (MPa),450,30.0,418.66,14.99,411.27,416.26,414.8,426.27,424.69,False
SPC003701,2024-09-30,EQ0029,Bulldozer 29,Bulldozer,Paint Thickness (microns),120,10.0,119.89,8.65,118.26,125.21,116.56,117.27,122.18,True
SPC003702,2023-12-16,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,0.06,0.21,0.05,-0.02,-0.01,0.07,0.18,True
SPC003703,2022-12-16,EQ0043,Excavator 43,Excavator,Hydraulic Pressure (PSI),3000,150.0,3000.13,83.43,3038.45,3019.49,2955.02,3011.84,2975.85,False
SPC003704,2023-03-08,EQ0021,Excavator 21,Excavator,Bolt Torque (Nm),200,15.0,199.18,8.69,202.77,194.08,197.23,199.27,202.56,True
SPC003705,2023-08-15,EQ0049,Excavator 49,Excavator,Weld Strength (MPa),450,30.0,448.64,15.49,450.69,458.7,443.21,446.55,444.06,True
SPC003706,2024-10-28,EQ0003,Excavator 3,Excavator,Alignment Deviation (mm),0,0.5,-0.03,0.46,0.1,0.08,-0.13,0.14,-0.32,True
SPC003707,2023-07-05,EQ0006,Dump Truck 6,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3009.11,64.48,3044.1,2979.63,2994.55,3019.73,3007.56,True
SPC003708,2023-03-08,EQ0031,Loader 31,Loader,Paint Thickness (microns),120,10.0,120.0,10.18,116.99,117.66,117.45,127.17,120.74,True
SPC003709,2023-06-19,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,3040.42,245.18,3161.87,2916.69,3146.01,3047.87,2929.68,False
SPC003710,2024-08-31,EQ0006,Dump Truck 6,Dump Truck,Weld Strength (MPa),450,30.0,450.97,32.9,463.8,457.0,430.91,447.92,455.2,True
SPC003711,2023-10-24,EQ0042,Bulldozer 42,Bulldozer,Paint Thickness (microns),120,10.0,120.82,10.35,118.13,128.35,120.98,118.66,118.0,True
SPC003712,2022-03-11,EQ0010,Excavator 10,Excavator,Paint Thickness (microns),120,10.0,121.21,4.75,123.56,118.81,120.57,121.9,121.22,True
SPC003713,2024-01-05,EQ0049,Excavator 49,Excavator,Hydraulic Pressure (PSI),3000,150.0,3027.73,130.92,3097.45,2966.53,3047.85,3004.4,3022.45,True
SPC003714,2024-08-31,EQ0014,Bulldozer 14,Bulldozer,Paint Thickness (microns),120,10.0,119.58,5.39,119.23,122.65,119.13,117.27,119.62,True
SPC003715,2022-07-25,EQ0050,Loader 50,Loader,Weld Strength (MPa),450,30.0,446.72,22.19,454.04,431.85,446.23,451.18,450.28,True
SPC003716,2023-09-20,EQ0028,Crane 28,Crane,Weld Strength (MPa),450,30.0,452.69,27.08,439.04,445.69,466.13,454.02,458.57,True
SPC003717,2023-01-17,EQ0022,Excavator 22,Excavator,Hydraulic Pressure (PSI),3000,150.0,2988.02,127.0,3040.13,2978.0,2960.81,2917.07,3044.07,True
SPC003718,2024-07-23,EQ0018,Grader 18,Grader,Alignment Deviation (mm),0,0.5,0.01,0.63,-0.3,0.04,0.13,0.33,-0.14,True
SPC003719,2024-06-09,EQ0001,Grader 1,Grader,Bolt Torque (Nm),200,15.0,199.63,9.07,201.49,196.45,203.46,194.4,202.36,True
SPC003720,2023-05-14,EQ0012,Dump Truck 12,Dump Truck,Paint Thickness (microns),120,10.0,121.64,7.13,118.46,120.64,125.59,123.74,119.77,True
SPC003721,2023-11-23,EQ0005,Loader 5,Loader,Bolt Torque (Nm),200,15.0,201.05,11.96,200.53,206.08,194.12,199.55,204.98,True
SPC003722,2023-09-07,EQ0030,Loader 30,Loader,Hydraulic Pressure (PSI),3000,150.0,3003.63,134.3,2910.28,3042.95,3029.02,2991.32,3044.58,False
SPC003723,2024-11-04,EQ0009,Dump Truck 9,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2972.62,126.11,2898.72,3024.83,2961.24,2987.33,2990.96,True
SPC003724,2023-07-06,EQ0013,Grader 13,Grader,Alignment Deviation (mm),0,0.5,-0.02,0.26,0.08,-0.13,0.01,0.11,-0.15,True
SPC003725,2022-02-28,EQ0045,Crane 45,Crane,Weld Strength (MPa),450,30.0,456.46,33.89,452.25,435.69,457.87,466.9,469.57,True
SPC003726,2023-09-08,EQ0026,Grader 26,Grader,Alignment Deviation (mm),0,0.5,-0.05,0.96,-0.02,0.61,-0.14,-0.35,-0.33,False
SPC003727,2022-10-13,EQ0039,Bulldozer 39,Bulldozer,Weld Strength (MPa),450,30.0,454.09,24.69,447.75,451.19,454.88,445.96,470.65,True
SPC003728,2022-04-21,EQ0049,Excavator 49,Excavator,Hydraulic Pressure (PSI),3000,150.0,2987.77,180.59,3102.04,2974.88,2921.45,2979.09,2961.36,True
SPC003729,2022-10-17,EQ0023,Loader 23,Loader,Paint Thickness (microns),120,10.0,120.44,2.38,119.83,120.15,120.99,121.79,119.41,True
SPC003730,2022-12-05,EQ0018,Grader 18,Grader,Bolt Torque (Nm),200,15.0,200.82,9.21,201.56,203.67,196.35,205.57,196.96,True
SPC003731,2022-10-30,EQ0025,Excavator 25,Excavator,Weld Strength (MPa),450,30.0,453.31,16.2,454.49,455.48,442.94,454.5,459.15,True
SPC003732,2023-09-10,EQ0024,Dump Truck 24,Dump Truck,Paint Thickness (microns),120,10.0,121.06,10.06,117.52,117.26,122.1,127.32,121.09,True
SPC003733,2023-04-29,EQ0024,Dump Truck 24,Dump Truck,Weld Strength (MPa),450,30.0,440.49,15.87,434.15,438.91,433.23,447.07,449.09,True
SPC003734,2023-05-17,EQ0043,Excavator 43,Excavator,Weld Strength (MPa),450,30.0,450.49,18.56,457.31,440.62,450.66,444.7,459.18,True
SPC003735,2024-02-06,EQ0047,Grader 47,Grader,Hydraulic Pressure (PSI),3000,150.0,3050.55,110.88,3117.83,3043.1,3067.92,3006.95,3016.93,True
SPC003736,2023-12-07,EQ0037,Dump Truck 37,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2963.83,158.19,2984.61,2868.69,2913.04,3025.93,3026.88,True
SPC003737,2024-03-18,EQ0022,Excavator 22,Excavator,Weld Strength (MPa),450,30.0,441.86,10.23,441.73,446.2,441.09,435.98,444.32,True
SPC003738,2024-02-10,EQ0047,Grader 47,Grader,Bolt Torque (Nm),200,15.0,196.78,8.95,199.28,199.54,200.96,192.01,192.12,True
SPC003739,2022-07-16,EQ0029,Bulldozer 29,Bulldozer,Bolt Torque (Nm),200,15.0,199.22,6.19,198.66,199.84,200.19,201.8,195.61,True
SPC003740,2022-10-01,EQ0015,Bulldozer 15,Bulldozer,Bolt Torque (Nm),200,15.0,201.73,11.85,203.56,207.65,199.28,202.33,195.8,True
SPC003741,2023-08-03,EQ0001,Grader 1,Grader,Bolt Torque (Nm),200,15.0,199.76,8.26,198.74,203.84,200.38,195.58,200.25,True
SPC003742,2024-12-29,EQ0024,Dump Truck 24,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,3006.42,137.78,3029.31,3056.8,3021.93,2919.02,3005.04,True
SPC003743,2022-02-25,EQ0047,Grader 47,Grader,Weld Strength (MPa),450,30.0,453.38,15.66,444.53,456.55,449.7,460.2,455.91,True
SPC003744,2022-12-31,EQ0045,Crane 45,Crane,Weld Strength (MPa),450,30.0,445.86,26.41,434.57,444.59,458.59,432.58,458.98,True
SPC003745,2023-11-28,EQ0013,Grader 13,Grader,Alignment Deviation (mm),0,0.5,-0.01,0.34,-0.08,0.2,0.05,-0.08,-0.13,True
SPC003746,2024-03-26,EQ0026,Grader 26,Grader,Hydraulic Pressure (PSI),3000,150.0,2999.23,122.24,3032.54,2915.38,3037.62,2974.82,3035.79,True
SPC003747,2022-10-10,EQ0046,Excavator 46,Excavator,Bolt Torque (Nm),200,15.0,201.97,10.9,207.33,196.42,200.03,204.66,201.42,True
SPC003748,2023-03-09,EQ0025,Excavator 25,Excavator,Paint Thickness (microns),120,10.0,122.07,2.96,123.68,120.72,122.0,120.89,123.04,True
SPC003749,2023-11-27,EQ0001,Grader 1,Grader,Bolt Torque (Nm),200,15.0,198.88,9.35,201.21,197.15,202.39,200.64,193.04,True
SPC003750,2024-05-21,EQ0040,Crane 40,Crane,Weld Strength (MPa),450,30.0,450.71,19.84,462.76,450.84,443.67,442.92,453.33,True
SPC003751,2024-03-03,EQ0005,Loader 5,Loader,Bolt Torque (Nm),200,15.0,196.4,10.8,202.38,191.57,194.18,195.36,198.5,True
SPC003752,2024-05-13,EQ0007,Crane 7,Crane,Weld Strength (MPa),450,30.0,455.95,27.77,467.62,439.86,461.05,452.91,458.29,True
SPC003753,2024-11-25,EQ0026,Grader 26,Grader,Hydraulic Pressure (PSI),3000,150.0,2987.16,120.49,2984.5,3005.71,2945.58,3060.24,2939.75,True
SPC003754,2022-06-19,EQ0045,Crane 45,Crane,Paint Thickness (microns),120,10.0,120.62,4.75,117.79,121.99,120.67,120.1,122.53,True
SPC003755,2022-07-27,EQ0040,Crane 40,Crane,Bolt Torque (Nm),200,15.0,201.85,9.08,199.86,203.36,206.17,202.75,197.09,True
SPC003756,2022-01-26,EQ0033,Grader 33,Grader,Weld Strength (MPa),450,30.0,449.68,17.05,438.53,451.67,455.58,449.71,452.91,True
SPC003757,2024-11-04,EQ0010,Excavator 10,Excavator,Bolt Torque (Nm),200,15.0,197.39,7.45,195.71,195.99,195.78,196.32,203.16,True
SPC003758,2022-01-24,EQ0033,Grader 33,Grader,Bolt Torque (Nm),200,15.0,200.23,5.79,197.26,203.05,199.94,202.03,198.86,True
SPC003759,2024-04-02,EQ0041,Dump Truck 41,Dump Truck,Bolt Torque (Nm),200,15.0,200.89,11.57,206.66,201.27,203.33,198.13,195.08,True
SPC003760,2023-09-13,EQ0008,Excavator 8,Excavator,Bolt Torque (Nm),200,15.0,198.1,11.27,202.55,191.28,197.97,196.59,202.11,True
SPC003761,2022-08-26,EQ0045,Crane 45,Crane,Alignment Deviation (mm),0,0.5,0.1,0.49,0.17,0.17,0.32,0.0,-0.17,True
SPC003762,2024-07-11,EQ0004,Excavator 4,Excavator,Alignment Deviation (mm),0,0.5,-0.08,0.18,0.02,-0.07,-0.16,-0.14,-0.06,True
SPC003763,2024-08-27,EQ0014,Bulldozer 14,Bulldozer,Paint Thickness (microns),120,10.0,121.16,5.37,118.11,119.21,122.83,122.16,123.48,True
SPC003764,2024-01-18,EQ0013,Grader 13,Grader,Hydraulic Pressure (PSI),3000,150.0,3004.66,141.94,2960.36,3036.53,2956.71,2971.03,3098.65,True
SPC003765,2024-05-18,EQ0041,Dump Truck 41,Dump Truck,Alignment Deviation (mm),0,0.5,-0.01,0.51,0.29,-0.19,-0.23,0.16,-0.09,True
SPC003766,2022-06-13,EQ0039,Bulldozer 39,Bulldozer,Weld Strength (MPa),450,30.0,447.08,42.58,466.26,444.79,461.4,439.28,423.68,True
SPC003767,2023-06-13,EQ0012,Dump Truck 12,Dump Truck,Weld Strength (MPa),450,30.0,455.23,28.7,439.85,459.92,458.09,468.55,449.75,True
SPC003768,2024-07-20,EQ0039,Bulldozer 39,Bulldozer,Bolt Torque (Nm),200,15.0,198.87,14.12,199.2,202.1,205.58,196.02,191.46,True
SPC003769,2023-07-31,EQ0013,Grader 13,Grader,Hydraulic Pressure (PSI),3000,150.0,2996.85,155.72,3013.51,3068.88,2970.87,3017.85,2913.16,True
SPC003770,2024-09-29,EQ0038,Loader 38,Loader,Bolt Torque (Nm),200,15.0,195.68,10.23,192.33,197.87,197.11,190.43,200.65,True
SPC003771,2024-01-27,EQ0019,Loader 19,Loader,Paint Thickness (microns),120,10.0,121.89,6.64,126.15,119.97,123.25,120.58,119.51,True
SPC003772,2023-08-30,EQ0028,Crane 28,Crane,Hydraulic Pressure (PSI),3000,150.0,3007.66,123.67,3024.23,2939.55,2979.91,3063.23,3031.38,True
SPC003773,2023-01-02,EQ0033,Grader 33,Grader,Paint Thickness (microns),120,10.0,120.02,3.18,120.3,121.72,120.52,118.54,119.01,True
SPC003774,2022-02-05,EQ0049,Excavator 49,Excavator,Bolt Torque (Nm),200,15.0,200.18,12.2,193.97,203.21,206.17,197.89,199.64,True
SPC003775,2022-03-14,EQ0020,Crane 20,Crane,Alignment Deviation (mm),0,0.5,-0.03,0.63,-0.43,-0.01,-0.11,0.18,0.2,True
SPC003776,2022-03-16,EQ0015,Bulldozer 15,Bulldozer,Alignment Deviation (mm),0,0.5,0.05,0.47,0.18,-0.27,0.2,0.07,0.06,True
SPC003777,2023-05-25,EQ0030,Loader 30,Loader,Weld Strength (MPa),450,30.0,451.44,17.85,453.73,443.84,447.79,461.69,450.14,True
SPC003778,2022-07-13,EQ0022,Excavator 22,Excavator,Weld Strength (MPa),450,30.0,447.08,22.17,454.69,433.95,438.53,456.12,452.11,True
SPC003779,2024-10-07,EQ0030,Loader 30,Loader,Bolt Torque (Nm),200,15.0,200.94,7.38,198.28,203.35,203.88,202.72,196.5,True
SPC003780,2023-12-09,EQ0026,Grader 26,Grader,Bolt Torque (Nm),200,15.0,199.16,16.63,203.87,200.4,204.77,198.62,188.14,True
SPC003781,2023-05-15,EQ0043,Excavator 43,Excavator,Alignment Deviation (mm),0,0.5,0.1,0.33,0.03,0.29,0.14,-0.04,0.07,True
SPC003782,2022-03-25,EQ0050,Loader 50,Loader,Hydraulic Pressure (PSI),3000,150.0,2978.28,111.77,2921.04,3003.74,3032.81,2990.0,2943.83,True
SPC003783,2022-03-20,EQ0025,Excavator 25,Excavator,Weld Strength (MPa),450,30.0,448.97,33.8,459.02,461.36,445.07,451.83,427.55,True
SPC003784,2022-07-27,EQ0006,Dump Truck 6,Dump Truck,Bolt Torque (Nm),200,15.0,199.79,16.85,198.97,208.49,191.64,203.41,196.45,True
SPC003785,2022-06-11,EQ0047,Grader 47,Grader,Paint Thickness (microns),120,10.0,119.27,16.49,112.93,124.19,119.91,111.4,127.89,False
SPC003786,2022-02-15,EQ0005,Loader 5,Loader,Weld Strength (MPa),450,30.0,492.13,13.35,491.1,498.85,485.5,487.06,498.14,False
SPC003787,2024-06-06,EQ0017,Loader 17,Loader,Hydraulic Pressure (PSI),3000,150.0,2966.04,242.51,3109.97,2975.27,2867.47,2920.77,2956.7,True
SPC003788,2023-06-19,EQ0005,Loader 5,Loader,Paint Thickness (microns),120,10.0,118.92,8.7,114.89,121.26,114.72,123.42,120.3,True
SPC003789,2023-05-15,EQ0006,Dump Truck 6,Dump Truck,Hydraulic Pressure (PSI),3000,150.0,2984.34,177.5,2924.81,2901.44,3078.94,2978.38,3038.14,True
SPC003790,2024-08-26,EQ0010,Excavator 10,Excavator,Weld Strength (MPa),450,30.0,447.44,15.58,447.26,457.38,447.97,441.8,442.81,True
SPC003791,2024-06-13,EQ0028,Crane 28,Crane,Paint Thickness (microns),120,10.0,119.7,9.19,114.86,124.05,119.41,117.23,122.97,True
