transaction_id,part_id,transaction_date,transaction_type,quantity,stock_after_transaction,warehouse_location,reference_doc
TXN006987,SP00063,2025-02-12,Issue,3,133,WH05,REF2518
TXN006988,SP00028,2025-02-12,Issue,2,68,WH04,REF8126
TXN006989,SP00064,2025-02-12,Issue,3,174,WH02,REF7767
TXN006990,SP00036,2025-02-12,Issue,1,43,WH03,REF8587
TXN006991,SP00107,2025-02-12,Issue,2,56,WH02,REF9108
TXN006992,SP00112,2025-02-12,Issue,4,117,WH04,REF4925
TXN006993,SP00181,2025-02-12,Issue,3,140,WH05,REF2522
TXN006994,SP00065,2025-02-12,Issue,5,47,WH04,REF8268
TXN006995,SP00170,2025-02-12,Receipt,14,189,WH03,REF3765
TXN006996,SP00066,2025-02-12,Issue,5,31,WH04,REF2446
TXN006997,SP00041,2025-02-12,Issue,3,25,WH04,REF4559
TXN006998,SP00119,2025-02-12,Receipt,15,102,WH02,REF2504
TXN006999,SP00031,2025-02-12,Receipt,15,138,WH04,REF7608
TXN007000,SP00084,2025-02-13,Issue,2,139,WH05,REF5573
TXN007001,SP00084,2025-02-13,Issue,2,137,WH04,REF1182
TXN007002,SP00170,2025-02-13,Receipt,17,206,WH03,REF7366
TXN007003,SP00064,2025-02-13,Issue,5,169,WH01,REF2994
TXN007004,SP00009,2025-02-13,Issue,5,86,WH02,REF3279
TXN007005,SP00137,2025-02-13,Issue,2,21,WH02,REF3234
TXN007006,SP00093,2025-02-13,Issue,5,57,WH04,REF3250
TXN007007,SP00182,2025-02-14,Receipt,12,121,WH04,REF4404
TXN007008,SP00096,2025-02-14,Issue,5,29,WH03,REF1872
TXN007009,SP00197,2025-02-14,Receipt,7,120,WH02,REF9432
TXN007010,SP00093,2025-02-14,Issue,3,54,WH05,REF6353
TXN007011,SP00114,2025-02-14,Issue,2,115,WH01,REF5349
TXN007012,SP00052,2025-02-15,Issue,5,209,WH04,REF6333
TXN007013,SP00177,2025-02-15,Issue,4,148,WH04,REF7092
TXN007014,SP00117,2025-02-15,Receipt,19,154,WH05,REF7313
TXN007015,SP00166,2025-02-15,Issue,1,146,WH01,REF6776
TXN007016,SP00002,2025-02-15,Issue,2,60,WH04,REF8847
TXN007017,SP00109,2025-02-15,Issue,3,37,WH03,REF5324
TXN007018,SP00008,2025-02-15,Issue,4,33,WH02,REF3713
TXN007019,SP00118,2025-02-15,Issue,3,118,WH04,REF2759
TXN007020,SP00123,2025-02-15,Issue,4,144,WH03,REF4160
TXN007021,SP00143,2025-02-15,Receipt,13,84,WH02,REF1693
TXN007022,SP00032,2025-02-15,Issue,2,6,WH01,REF9357
TXN007023,SP00082,2025-02-15,Issue,3,38,WH04,REF2634
TXN007024,SP00180,2025-02-15,Receipt,9,105,WH01,REF5088
TXN007025,SP00073,2025-02-15,Issue,5,43,WH01,REF9645
TXN007026,SP00121,2025-02-15,Issue,1,50,WH03,REF7698
TXN007027,SP00112,2025-02-16,Issue,2,115,WH02,REF6187
TXN007028,SP00105,2025-02-16,Receipt,15,15,WH01,REF9903
TXN007029,SP00015,2025-02-16,Issue,3,46,WH02,REF4041
TXN007030,SP00134,2025-02-16,Receipt,20,108,WH04,REF7729
TXN007031,SP00141,2025-02-16,Receipt,11,41,WH02,REF9027
TXN007032,SP00063,2025-02-16,Issue,1,132,WH03,REF3111
TXN007033,SP00022,2025-02-16,Issue,5,38,WH01,REF1025
TXN007034,SP00122,2025-02-16,Issue,5,154,WH05,REF2268
TXN007035,SP00025,2025-02-17,Receipt,6,70,WH01,REF6957
TXN007036,SP00012,2025-02-17,Issue,5,119,WH01,REF9662
TXN007037,SP00010,2025-02-17,Issue,4,102,WH03,REF7658
TXN007038,SP00152,2025-02-17,Issue,5,51,WH01,REF6468
TXN007039,SP00133,2025-02-17,Receipt,20,24,WH01,REF3952
TXN007040,SP00167,2025-02-17,Issue,5,26,WH04,REF2567
TXN007041,SP00145,2025-02-17,Receipt,14,110,WH02,REF6186
TXN007042,SP00105,2025-02-17,Receipt,11,26,WH01,REF6113
TXN007043,SP00125,2025-02-17,Receipt,5,195,WH04,REF8850
TXN007044,SP00037,2025-02-17,Receipt,16,121,WH01,REF4618
TXN007045,SP00141,2025-02-17,Issue,1,40,WH01,REF3509
TXN007046,SP00050,2025-02-17,Receipt,9,108,WH01,REF7577
TXN007047,SP00182,2025-02-17,Issue,4,117,WH03,REF6556
TXN007048,SP00165,2025-02-17,Receipt,11,104,WH04,REF2806
TXN007049,SP00015,2025-02-18,Receipt,12,58,WH02,REF1716
TXN007050,SP00145,2025-02-18,Issue,1,109,WH05,REF3068
TXN007051,SP00049,2025-02-18,Issue,2,39,WH01,REF3942
TXN007052,SP00071,2025-02-18,Issue,4,99,WH03,REF7523
TXN007053,SP00130,2025-02-18,Receipt,10,108,WH02,REF4297
TXN007054,SP00134,2025-02-18,Issue,4,104,WH03,REF6566
TXN007055,SP00055,2025-02-18,Issue,4,62,WH02,REF5104
TXN007056,SP00092,2025-02-19,Issue,3,16,WH02,REF7897
TXN007057,SP00176,2025-02-19,Issue,2,152,WH01,REF4964
TXN007058,SP00197,2025-02-19,Issue,4,116,WH01,REF3358
TXN007059,SP00190,2025-02-19,Issue,3,28,WH01,REF1126
TXN007060,SP00042,2025-02-19,Issue,3,110,WH04,REF8986
TXN007061,SP00007,2025-02-19,Issue,5,52,WH01,REF6229
TXN007062,SP00048,2025-02-19,Issue,1,64,WH01,REF3913
TXN007063,SP00004,2025-02-19,Issue,5,40,WH01,REF7276
TXN007064,SP00093,2025-02-19,Issue,5,49,WH02,REF3952
TXN007065,SP00024,2025-02-19,Receipt,16,52,WH02,REF4762
TXN007066,SP00167,2025-02-20,Issue,2,24,WH01,REF7071
TXN007067,SP00068,2025-02-20,Issue,3,74,WH05,REF6237
TXN007068,SP00100,2025-02-20,Receipt,18,130,WH03,REF8750
TXN007069,SP00130,2025-02-20,Receipt,19,127,WH05,REF5862
TXN007070,SP00018,2025-02-20,Issue,1,58,WH05,REF4722
TXN007071,SP00100,2025-02-20,Issue,3,127,WH02,REF7487
TXN007072,SP00182,2025-02-20,Issue,4,113,WH05,REF6477
TXN007073,SP00015,2025-02-20,Issue,3,55,WH01,REF1402
TXN007074,SP00141,2025-02-20,Issue,1,39,WH03,REF2127
TXN007075,SP00136,2025-02-20,Receipt,7,13,WH03,REF5993
TXN007076,SP00187,2025-02-20,Issue,1,25,WH03,REF2614
TXN007077,SP00102,2025-02-20,Issue,2,103,WH02,REF5660
TXN007078,SP00134,2025-02-20,Issue,3,101,WH02,REF4674
TXN007079,SP00013,2025-02-20,Receipt,11,141,WH02,REF1106
TXN007080,SP00057,2025-02-20,Issue,3,50,WH03,REF4170
TXN007081,SP00051,2025-02-21,Receipt,6,130,WH01,REF9851
TXN007082,SP00053,2025-02-21,Receipt,8,109,WH04,REF5317
TXN007083,SP00008,2025-02-21,Issue,4,29,WH01,REF3403
TXN007084,SP00175,2025-02-21,Issue,4,58,WH01,REF5416
TXN007085,SP00170,2025-02-21,Issue,1,205,WH02,REF6587
TXN007086,SP00078,2025-02-21,Receipt,10,88,WH05,REF4669
TXN007087,SP00009,2025-02-21,Receipt,20,106,WH01,REF8357
TXN007088,SP00071,2025-02-21,Issue,5,94,WH03,REF7237
TXN007089,SP00052,2025-02-21,Issue,4,205,WH04,REF8281
TXN007090,SP00181,2025-02-21,Issue,3,137,WH05,REF2546
TXN007091,SP00094,2025-02-22,Receipt,12,39,WH05,REF4915
TXN007092,SP00078,2025-02-22,Issue,1,87,WH01,REF6687
TXN007093,SP00087,2025-02-22,Receipt,7,69,WH04,REF9981
TXN007094,SP00093,2025-02-22,Issue,1,48,WH04,REF4471
TXN007095,SP00130,2025-02-22,Receipt,17,144,WH03,REF9184
TXN007096,SP00191,2025-02-22,Issue,5,7,WH03,REF5914
TXN007097,SP00152,2025-02-22,Issue,3,48,WH03,REF6815
TXN007098,SP00077,2025-02-22,Receipt,15,134,WH05,REF4319
TXN007099,SP00200,2025-02-22,Receipt,16,45,WH04,REF1351
TXN007100,SP00065,2025-02-22,Issue,4,43,WH03,REF1109
TXN007101,SP00112,2025-02-23,Issue,2,113,WH01,REF8683
TXN007102,SP00040,2025-02-23,Issue,3,8,WH04,REF3411
TXN007103,SP00092,2025-02-23,Issue,2,14,WH04,REF2813
TXN007104,SP00102,2025-02-23,Issue,2,101,WH04,REF1427
TXN007105,SP00065,2025-02-23,Receipt,17,60,WH01,REF2987
TXN007106,SP00037,2025-02-23,Issue,5,116,WH01,REF2925
TXN007107,SP00185,2025-02-23,Issue,5,16,WH02,REF8143
TXN007108,SP00169,2025-02-23,Receipt,7,47,WH05,REF5560
TXN007109,SP00001,2025-02-23,Receipt,5,22,WH05,REF2101
TXN007110,SP00107,2025-02-23,Issue,1,55,WH01,REF4216
TXN007111,SP00015,2025-02-23,Receipt,20,75,WH04,REF3753
TXN007112,SP00056,2025-02-23,Issue,3,148,WH05,REF8566
TXN007113,SP00075,2025-02-24,Receipt,20,71,WH01,REF2386
TXN007114,SP00075,2025-02-24,Issue,5,66,WH04,REF3197
TXN007115,SP00031,2025-02-24,Issue,5,133,WH02,REF2647
TXN007116,SP00020,2025-02-24,Issue,3,111,WH04,REF7573
TXN007117,SP00190,2025-02-24,Issue,1,27,WH04,REF8366
TXN007118,SP00129,2025-02-24,Issue,3,74,WH05,REF6931
TXN007119,SP00169,2025-02-24,Issue,5,42,WH01,REF3740
TXN007120,SP00029,2025-02-24,Issue,3,113,WH01,REF4353
TXN007121,SP00130,2025-02-24,Issue,2,142,WH05,REF8529
TXN007122,SP00176,2025-02-24,Receipt,10,162,WH03,REF1735
TXN007123,SP00144,2025-02-25,Issue,1,12,WH04,REF8650
TXN007124,SP00017,2025-02-25,Receipt,18,165,WH04,REF4098
TXN007125,SP00159,2025-02-25,Issue,1,108,WH05,REF3141
TXN007126,SP00023,2025-02-26,Issue,4,43,WH03,REF9349
TXN007127,SP00170,2025-02-26,Issue,3,202,WH04,REF8391
TXN007128,SP00062,2025-02-26,Issue,3,73,WH05,REF6457
TXN007129,SP00006,2025-02-26,Issue,3,94,WH02,REF9798
TXN007130,SP00075,2025-02-26,Issue,4,62,WH05,REF8695
TXN007131,SP00171,2025-02-26,Receipt,10,75,WH03,REF3369
TXN007132,SP00098,2025-02-26,Receipt,7,27,WH05,REF4279
TXN007133,SP00040,2025-02-26,Issue,4,4,WH03,REF7976
TXN007134,SP00154,2025-02-26,Issue,1,13,WH02,REF7250
TXN007135,SP00195,2025-02-26,Receipt,8,37,WH05,REF2458
TXN007136,SP00110,2025-02-26,Issue,5,155,WH05,REF4099
TXN007137,SP00089,2025-02-26,Issue,2,108,WH01,REF4487
TXN007138,SP00072,2025-02-26,Issue,2,120,WH05,REF8837
TXN007139,SP00062,2025-02-26,Issue,1,72,WH03,REF7444
TXN007140,SP00026,2025-02-27,Issue,4,118,WH03,REF4803
TXN007141,SP00018,2025-02-27,Issue,3,55,WH02,REF7939
TXN007142,SP00065,2025-02-27,Issue,1,59,WH02,REF5534
TXN007143,SP00140,2025-02-27,Receipt,20,147,WH03,REF8865
TXN007144,SP00135,2025-02-27,Issue,1,114,WH02,REF3582
TXN007145,SP00102,2025-02-27,Issue,5,96,WH02,REF5757
TXN007146,SP00010,2025-02-27,Receipt,8,110,WH04,REF4780
TXN007147,SP00184,2025-02-27,Issue,2,81,WH02,REF3251
TXN007148,SP00148,2025-02-27,Issue,1,112,WH04,REF8538
TXN007149,SP00034,2025-02-27,Issue,3,26,WH01,REF5002
TXN007150,SP00147,2025-02-27,Issue,3,52,WH04,REF7119
TXN007151,SP00081,2025-02-28,Issue,1,93,WH03,REF6335
TXN007152,SP00162,2025-02-28,Receipt,20,111,WH04,REF2292
TXN007153,SP00094,2025-02-28,Issue,2,37,WH01,REF3056
TXN007154,SP00072,2025-02-28,Issue,2,118,WH03,REF6230
TXN007155,SP00178,2025-02-28,Issue,2,58,WH05,REF2253
TXN007156,SP00105,2025-02-28,Issue,3,23,WH04,REF6762
TXN007157,SP00019,2025-02-28,Issue,5,58,WH02,REF8527
TXN007158,SP00073,2025-02-28,Issue,5,38,WH03,REF9447
TXN007159,SP00048,2025-02-28,Issue,2,62,WH04,REF7113
TXN007160,SP00154,2025-02-28,Issue,3,10,WH04,REF4054
TXN007161,SP00109,2025-02-28,Receipt,13,50,WH02,REF4268
TXN007162,SP00050,2025-02-28,Issue,4,104,WH05,REF7186
TXN007163,SP00149,2025-02-28,Receipt,19,19,WH01,REF9533
TXN007164,SP00160,2025-02-28,Issue,3,92,WH01,REF7549
TXN007165,SP00188,2025-02-28,Issue,3,28,WH02,REF5466
TXN007166,SP00038,2025-03-01,Receipt,6,107,WH01,REF1256
TXN007167,SP00158,2025-03-01,Issue,4,108,WH05,REF8765
TXN007168,SP00107,2025-03-01,Issue,2,53,WH03,REF5561
TXN007169,SP00143,2025-03-01,Receipt,9,93,WH01,REF1022
TXN007170,SP00009,2025-03-01,Issue,5,101,WH01,REF9272
TXN007171,SP00126,2025-03-01,Issue,5,80,WH04,REF2861
TXN007172,SP00079,2025-03-01,Issue,2,52,WH05,REF5020
TXN007173,SP00145,2025-03-02,Issue,3,106,WH02,REF9661
TXN007174,SP00136,2025-03-02,Issue,5,8,WH01,REF2650
TXN007175,SP00038,2025-03-02,Issue,4,103,WH01,REF4090
TXN007176,SP00026,2025-03-02,Issue,3,115,WH04,REF1871
TXN007177,SP00021,2025-03-02,Issue,4,123,WH03,REF3643
TXN007178,SP00078,2025-03-02,Issue,3,84,WH03,REF6297
TXN007179,SP00147,2025-03-02,Issue,2,50,WH01,REF3914
TXN007180,SP00047,2025-03-02,Receipt,12,57,WH03,REF5106
TXN007181,SP00055,2025-03-03,Issue,2,60,WH02,REF5095
TXN007182,SP00071,2025-03-03,Issue,1,93,WH04,REF2365
TXN007183,SP00098,2025-03-03,Receipt,12,39,WH03,REF4753
TXN007184,SP00126,2025-03-03,Issue,4,76,WH01,REF6579
TXN007185,SP00140,2025-03-03,Receipt,13,160,WH04,REF1812
TXN007186,SP00199,2025-03-03,Receipt,6,29,WH04,REF1831
TXN007187,SP00037,2025-03-03,Receipt,12,128,WH05,REF9609
TXN007188,SP00011,2025-03-03,Receipt,7,121,WH01,REF8233
TXN007189,SP00105,2025-03-03,Issue,3,20,WH01,REF7409
TXN007190,SP00005,2025-03-03,Issue,2,57,WH01,REF5255
TXN007191,SP00058,2025-03-03,Issue,1,5,WH02,REF1007
TXN007192,SP00123,2025-03-03,Receipt,10,154,WH03,REF2748
TXN007193,SP00094,2025-03-03,Issue,4,33,WH01,REF7274
TXN007194,SP00049,2025-03-03,Issue,5,34,WH03,REF8145
TXN007195,SP00016,2025-03-03,Issue,1,28,WH05,REF6501
TXN007196,SP00028,2025-03-04,Issue,2,66,WH02,REF8122
TXN007197,SP00189,2025-03-04,Issue,1,18,WH02,REF9485
TXN007198,SP00188,2025-03-04,Issue,5,23,WH01,REF6386
TXN007199,SP00083,2025-03-04,Receipt,15,79,WH05,REF2909
TXN007200,SP00151,2025-03-04,Issue,5,45,WH01,REF7114
TXN007201,SP00011,2025-03-04,Receipt,10,131,WH05,REF1975
TXN007202,SP00019,2025-03-04,Receipt,10,68,WH03,REF3920
TXN007203,SP00166,2025-03-05,Issue,5,141,WH01,REF2681
TXN007204,SP00074,2025-03-05,Issue,2,70,WH05,REF5429
TXN007205,SP00192,2025-03-05,Issue,3,10,WH01,REF5657
TXN007206,SP00155,2025-03-05,Issue,1,124,WH02,REF9408
TXN007207,SP00105,2025-03-05,Receipt,17,37,WH05,REF4105
TXN007208,SP00018,2025-03-06,Issue,2,53,WH04,REF6266
TXN007209,SP00112,2025-03-06,Issue,1,112,WH02,REF1500
TXN007210,SP00038,2025-03-06,Issue,3,100,WH01,REF3492
TXN007211,SP00014,2025-03-06,Issue,5,103,WH03,REF6033
TXN007212,SP00171,2025-03-06,Issue,5,70,WH05,REF9529
TXN007213,SP00077,2025-03-06,Issue,3,131,WH05,REF5870
TXN007214,SP00150,2025-03-06,Issue,5,88,WH02,REF8591
TXN007215,SP00019,2025-03-06,Issue,5,63,WH01,REF5051
TXN007216,SP00091,2025-03-06,Issue,4,98,WH03,REF2667
TXN007217,SP00184,2025-03-06,Receipt,14,95,WH03,REF3027
TXN007218,SP00099,2025-03-06,Receipt,15,58,WH02,REF3449
TXN007219,SP00021,2025-03-06,Receipt,5,128,WH01,REF2611
TXN007220,SP00175,2025-03-07,Issue,3,55,WH02,REF4567
TXN007221,SP00052,2025-03-07,Issue,4,201,WH05,REF3798
TXN007222,SP00094,2025-03-07,Receipt,12,45,WH03,REF3998
TXN007223,SP00039,2025-03-07,Issue,1,37,WH02,REF3417
TXN007224,SP00096,2025-03-07,Receipt,13,42,WH04,REF3853
TXN007225,SP00139,2025-03-07,Receipt,20,63,WH01,REF4976
TXN007226,SP00077,2025-03-08,Issue,2,129,WH03,REF5045
TXN007227,SP00176,2025-03-08,Receipt,13,175,WH02,REF4960
TXN007228,SP00161,2025-03-08,Issue,4,118,WH01,REF8343
TXN007229,SP00029,2025-03-08,Issue,1,112,WH03,REF3205
TXN007230,SP00156,2025-03-08,Issue,2,143,WH05,REF9769
TXN007231,SP00113,2025-03-08,Issue,4,0,WH04,REF8696
TXN007232,SP00070,2025-03-08,Issue,5,73,WH04,REF8975
TXN007233,SP00094,2025-03-08,Receipt,7,52,WH01,REF8353
TXN007234,SP00105,2025-03-08,Issue,2,35,WH03,REF1848
TXN007235,SP00194,2025-03-08,Issue,2,64,WH01,REF7068
TXN007236,SP00140,2025-03-08,Receipt,5,165,WH05,REF9078
TXN007237,SP00132,2025-03-08,Receipt,9,61,WH03,REF8568
TXN007238,SP00052,2025-03-08,Receipt,9,210,WH03,REF5530
TXN007239,SP00058,2025-03-08,Issue,3,2,WH03,REF2060
TXN007240,SP00073,2025-03-08,Issue,5,33,WH05,REF4397
TXN007241,SP00050,2025-03-09,Issue,4,100,WH02,REF6227
TXN007242,SP00084,2025-03-09,Issue,2,135,WH05,REF2694
TXN007243,SP00132,2025-03-09,Receipt,10,71,WH05,REF4124
TXN007244,SP00077,2025-03-09,Receipt,11,140,WH02,REF8527
TXN007245,SP00099,2025-03-09,Issue,4,54,WH05,REF1349
TXN007246,SP00023,2025-03-09,Issue,1,42,WH03,REF3959
TXN007247,SP00099,2025-03-09,Issue,2,52,WH03,REF8481
TXN007248,SP00007,2025-03-09,Receipt,12,64,WH01,REF9537
TXN007249,SP00054,2025-03-09,Issue,3,69,WH05,REF4854
TXN007250,SP00176,2025-03-09,Issue,1,174,WH04,REF4065
TXN007251,SP00196,2025-03-09,Issue,2,55,WH03,REF5086
TXN007252,SP00118,2025-03-09,Issue,4,114,WH01,REF6671
TXN007253,SP00021,2025-03-10,Receipt,5,133,WH04,REF8855
TXN007254,SP00087,2025-03-10,Issue,5,64,WH05,REF5874
TXN007255,SP00179,2025-03-10,Issue,5,65,WH05,REF7545
TXN007256,SP00136,2025-03-11,Receipt,19,27,WH04,REF9266
TXN007257,SP00159,2025-03-11,Issue,4,104,WH02,REF2158
TXN007258,SP00200,2025-03-11,Issue,1,44,WH03,REF6872
TXN007259,SP00007,2025-03-11,Issue,3,61,WH05,REF5578
TXN007260,SP00117,2025-03-11,Receipt,13,167,WH02,REF3668
TXN007261,SP00166,2025-03-11,Receipt,15,156,WH03,REF2651
TXN007262,SP00147,2025-03-12,Receipt,11,61,WH01,REF6364
TXN007263,SP00082,2025-03-12,Issue,3,35,WH03,REF2577
TXN007264,SP00068,2025-03-12,Issue,2,72,WH03,REF2797
TXN007265,SP00154,2025-03-12,Receipt,8,18,WH01,REF7729
TXN007266,SP00154,2025-03-12,Issue,3,15,WH01,REF4774
TXN007267,SP00191,2025-03-12,Receipt,18,25,WH02,REF7584
TXN007268,SP00195,2025-03-13,Issue,5,32,WH01,REF6491
TXN007269,SP00193,2025-03-13,Receipt,13,63,WH01,REF9048
TXN007270,SP00101,2025-03-13,Issue,2,35,WH02,REF4887
TXN007271,SP00149,2025-03-13,Issue,4,15,WH04,REF9230
TXN007272,SP00086,2025-03-13,Receipt,19,123,WH01,REF4255
TXN007273,SP00139,2025-03-13,Receipt,10,73,WH02,REF9929
TXN007274,SP00164,2025-03-13,Issue,5,109,WH01,REF8231
TXN007275,SP00138,2025-03-13,Issue,5,125,WH05,REF4769
TXN007276,SP00017,2025-03-13,Issue,3,162,WH04,REF6245
TXN007277,SP00044,2025-03-13,Receipt,8,171,WH01,REF3641
TXN007278,SP00197,2025-03-13,Issue,3,113,WH05,REF7932
TXN007279,SP00139,2025-03-13,Issue,4,69,WH02,REF2152
TXN007280,SP00116,2025-03-13,Issue,5,84,WH02,REF4909
TXN007281,SP00094,2025-03-13,Receipt,8,60,WH01,REF9766
TXN007282,SP00170,2025-03-13,Issue,2,200,WH02,REF1882
TXN007283,SP00167,2025-03-14,Receipt,15,39,WH05,REF5250
TXN007284,SP00038,2025-03-14,Issue,1,99,WH01,REF4848
TXN007285,SP00135,2025-03-14,Receipt,8,122,WH05,REF1306
TXN007286,SP00177,2025-03-14,Issue,4,144,WH03,REF9964
TXN007287,SP00112,2025-03-14,Receipt,7,119,WH01,REF1729
TXN007288,SP00185,2025-03-14,Issue,5,11,WH02,REF5989
TXN007289,SP00083,2025-03-14,Issue,3,76,WH01,REF9912
TXN007290,SP00077,2025-03-14,Issue,1,139,WH02,REF9483
TXN007291,SP00111,2025-03-14,Issue,4,25,WH01,REF7956
TXN007292,SP00118,2025-03-15,Issue,5,109,WH04,REF4138
TXN007293,SP00199,2025-03-15,Issue,1,28,WH03,REF8835
TXN007294,SP00145,2025-03-15,Receipt,5,111,WH02,REF3103
TXN007295,SP00110,2025-03-15,Receipt,13,168,WH02,REF6101
TXN007296,SP00034,2025-03-15,Issue,3,23,WH02,REF4357
TXN007297,SP00031,2025-03-15,Issue,2,131,WH01,REF1710
TXN007298,SP00014,2025-03-15,Issue,1,102,WH01,REF1340
TXN007299,SP00130,2025-03-15,Issue,4,138,WH01,REF2075
TXN007300,SP00081,2025-03-15,Issue,3,90,WH01,REF4264
TXN007301,SP00060,2025-03-15,Issue,3,86,WH03,REF6471
TXN007302,SP00173,2025-03-15,Receipt,19,118,WH05,REF5971
TXN007303,SP00083,2025-03-15,Issue,4,72,WH02,REF3095
TXN007304,SP00097,2025-03-15,Issue,5,70,WH03,REF7934
TXN007305,SP00059,2025-03-16,Receipt,19,63,WH02,REF2394
TXN007306,SP00016,2025-03-16,Issue,1,27,WH05,REF9139
TXN007307,SP00056,2025-03-16,Receipt,19,167,WH04,REF7938
TXN007308,SP00048,2025-03-16,Issue,4,58,WH03,REF2041
TXN007309,SP00189,2025-03-16,Issue,4,14,WH04,REF2252
TXN007310,SP00146,2025-03-16,Issue,2,122,WH05,REF9798
TXN007311,SP00013,2025-03-16,Issue,5,136,WH02,REF8478
TXN007312,SP00171,2025-03-16,Issue,2,68,WH01,REF5550
TXN007313,SP00121,2025-03-16,Issue,2,48,WH01,REF5504
TXN007314,SP00198,2025-03-16,Issue,5,52,WH03,REF6227
TXN007315,SP00010,2025-03-16,Issue,5,105,WH04,REF9352
TXN007316,SP00181,2025-03-16,Receipt,7,144,WH04,REF4659
TXN007317,SP00084,2025-03-16,Issue,5,130,WH05,REF1501
TXN007318,SP00101,2025-03-16,Issue,5,30,WH04,REF6106
TXN007319,SP00151,2025-03-16,Receipt,6,51,WH02,REF2752
TXN007320,SP00060,2025-03-17,Receipt,15,101,WH05,REF6430
TXN007321,SP00069,2025-03-17,Issue,5,14,WH01,REF9836
TXN007322,SP00007,2025-03-17,Issue,2,59,WH04,REF3297
TXN007323,SP00075,2025-03-17,Issue,3,59,WH03,REF4132
TXN007324,SP00009,2025-03-17,Receipt,10,111,WH04,REF2329
TXN007325,SP00169,2025-03-17,Issue,3,39,WH03,REF1509
TXN007326,SP00079,2025-03-17,Receipt,12,64,WH05,REF6144
TXN007327,SP00103,2025-03-17,Receipt,19,131,WH01,REF3298
TXN007328,SP00120,2025-03-18,Receipt,7,35,WH03,REF4231
TXN007329,SP00167,2025-03-18,Issue,3,36,WH02,REF1903
TXN007330,SP00025,2025-03-18,Issue,3,67,WH03,REF6705
TXN007331,SP00118,2025-03-19,Issue,2,107,WH03,REF5374
TXN007332,SP00038,2025-03-19,Issue,1,98,WH04,REF9456
TXN007333,SP00155,2025-03-19,Receipt,18,142,WH04,REF8667
TXN007334,SP00005,2025-03-19,Issue,5,52,WH05,REF9815
TXN007335,SP00188,2025-03-19,Receipt,10,33,WH02,REF2734
TXN007336,SP00197,2025-03-19,Receipt,6,119,WH01,REF8463
TXN007337,SP00157,2025-03-19,Receipt,5,108,WH03,REF1354
TXN007338,SP00027,2025-03-19,Receipt,14,45,WH04,REF2114
TXN007339,SP00087,2025-03-19,Receipt,10,74,WH03,REF7595
TXN007340,SP00007,2025-03-19,Issue,4,55,WH03,REF9057
TXN007341,SP00079,2025-03-19,Issue,1,63,WH03,REF2552
TXN007342,SP00115,2025-03-19,Receipt,5,184,WH03,REF8004
TXN007343,SP00122,2025-03-19,Issue,1,153,WH05,REF7855
TXN007344,SP00074,2025-03-19,Issue,3,67,WH02,REF8100
TXN007345,SP00119,2025-03-20,Receipt,14,116,WH04,REF1971
TXN007346,SP00137,2025-03-20,Issue,5,16,WH05,REF7789
TXN007347,SP00149,2025-03-20,Issue,1,14,WH01,REF2924
TXN007348,SP00045,2025-03-20,Issue,4,150,WH01,REF4783
TXN007349,SP00125,2025-03-20,Issue,3,192,WH04,REF1770
TXN007350,SP00054,2025-03-21,Issue,3,66,WH02,REF1477
TXN007351,SP00118,2025-03-21,Issue,2,105,WH03,REF7163
TXN007352,SP00167,2025-03-21,Issue,5,31,WH05,REF8911
TXN007353,SP00017,2025-03-21,Issue,3,159,WH05,REF1980
TXN007354,SP00103,2025-03-21,Receipt,6,137,WH03,REF4728
TXN007355,SP00183,2025-03-21,Issue,1,93,WH04,REF8246
TXN007356,SP00089,2025-03-21,Issue,5,103,WH05,REF3338
TXN007357,SP00083,2025-03-21,Issue,5,67,WH02,REF5646
TXN007358,SP00011,2025-03-21,Issue,3,128,WH05,REF2985
TXN007359,SP00062,2025-03-21,Issue,2,70,WH01,REF2527
TXN007360,SP00119,2025-03-21,Issue,3,113,WH02,REF3226
TXN007361,SP00131,2025-03-21,Issue,3,128,WH03,REF7208
TXN007362,SP00109,2025-03-21,Receipt,8,58,WH05,REF3043
TXN007363,SP00129,2025-03-21,Issue,3,71,WH05,REF2321
TXN007364,SP00156,2025-03-22,Issue,2,141,WH03,REF4965
TXN007365,SP00085,2025-03-22,Receipt,19,174,WH03,REF4240
TXN007366,SP00012,2025-03-22,Receipt,9,128,WH03,REF7247
TXN007367,SP00044,2025-03-22,Receipt,20,191,WH03,REF1464
TXN007368,SP00125,2025-03-22,Receipt,15,207,WH02,REF7224
TXN007369,SP00104,2025-03-22,Issue,1,113,WH02,REF4366
TXN007370,SP00035,2025-03-22,Issue,3,74,WH03,REF2789
TXN007371,SP00154,2025-03-22,Issue,1,14,WH05,REF1442
TXN007372,SP00100,2025-03-22,Issue,1,126,WH04,REF1189
TXN007373,SP00030,2025-03-22,Issue,2,147,WH04,REF4340
TXN007374,SP00114,2025-03-23,Receipt,16,131,WH02,REF3892
TXN007375,SP00080,2025-03-23,Issue,3,79,WH03,REF3686
TXN007376,SP00069,2025-03-23,Issue,4,10,WH04,REF5003
TXN007377,SP00132,2025-03-24,Receipt,11,82,WH05,REF5350
TXN007378,SP00191,2025-03-24,Issue,3,22,WH04,REF2964
TXN007379,SP00058,2025-03-24,Issue,4,0,WH01,REF6122
TXN007380,SP00048,2025-03-24,Issue,5,53,WH05,REF6096
TXN007381,SP00119,2025-03-24,Issue,2,111,WH04,REF2397
